,train,val,test
F030a02,True,False,False
F030a03,True,False,False
F030a05,True,False,False
F030a06,True,False,False
F030a07,True,False,False
F030a08,True,False,False
F030a09,True,False,False
F030a10,True,False,False
N004a080,False,True,False
N004a007,False,True,False
N004a062,False,True,False
N004a112,False,True,False
N004a103,False,True,False
N004a001,False,True,False
N004a094,False,True,False
N004a075,False,True,False
N004a085,False,True,False
N007a003,False,True,False
N006a006,False,True,False
N004a067,False,True,False
N004a024,False,True,False
N004a086,False,True,False
N005a006,False,True,False
N004a006,False,True,False
N004a082,False,True,False
N004a077,False,True,False
N005a014,False,True,False
N004a060,False,True,False
N003a003,False,True,False
N005a008,False,True,False
N004a037,False,True,False
N004a012,False,True,False
N006a005,False,True,False
N004a124,False,True,False
N004a084,False,True,False
F015a01,False,True,False
F007a15,False,True,False
F018a06,False,True,False
F033a07,False,True,False
F033a25,False,True,False
F033a02,False,True,False
F033a17,False,True,False
F033a03,False,True,False
F006a01,False,True,False
F007a01,False,True,False
F006a04,False,True,False
F007a07,False,True,False
F033a20,False,True,False
F034a07,False,True,False
F018a07,False,True,False
F030a04,False,True,False
F011a02,False,True,False
F033a13,False,True,False
F017a01,False,True,False
F030a12,False,True,False
F013a13,False,True,False
N004a128,False,False,True
N004a101,False,False,True
N004a059,False,False,True
N005a017,False,False,True
N006a004,False,False,True
N004a117,False,False,True
N004a122,False,False,True
N004a089,False,False,True
N004a111,False,False,True
N004a039,False,False,True
N005a002,False,False,True
N004a013,False,False,True
N004a130,False,False,True
N005a019,False,False,True
N005a010,False,False,True
N004a049,False,False,True
N004a105,False,False,True
N004a061,False,False,True
N004a029,False,False,True
N006a008,False,False,True
N004a030,False,False,True
N004a104,False,False,True
N004a098,False,False,True
N004a052,False,False,True
N004a064,False,False,True
N004a009,False,False,True
N004a097,False,False,True
F012a03,False,False,True
F006a05,False,False,True
F033a14,False,False,True
F030a15,False,False,True
F012a01,False,False,True
F007a13,False,False,True
F013a10,False,False,True
F010a02,False,False,True
F034a09,False,False,True
F030a11,False,False,True
F033a01,False,False,True
F033a10,False,False,True
F033a18,False,False,True
F007a10,False,False,True
F033a19,False,False,True
F033a04,False,False,True
F013a15,False,False,True
F018a01,False,False,True
F007a16,False,False,True
F021a05,False,False,True
F006a07,False,False,True
