,train,val,test
F006a09,True,False,False
F030a02,True,False,False
F030a04,True,False,False
F030a05,True,False,False
F030a06,True,False,False
F030a07,True,False,False
F030a08,True,False,False
F030a11,True,False,False
N004a074,False,True,False
N004a073,False,True,False
N004a127,False,True,False
N004a108,False,True,False
N006a004,False,True,False
N004a059,False,True,False
N004a104,False,True,False
N004a014,False,True,False
N004a102,False,True,False
N004a136,False,True,False
N004a118,False,True,False
N004a065,False,True,False
N004a004,False,True,False
N004a116,False,True,False
N004a086,False,True,False
N005a016,False,True,False
N004a007,False,True,False
N004a066,False,True,False
N007a001,False,True,False
N004a040,False,True,False
N004a055,False,True,False
N004a083,False,True,False
N004a050,False,True,False
N004a008,False,True,False
N006a001,False,True,False
N004a069,False,True,False
N004a100,False,True,False
F033a17,False,True,False
F018a07,False,True,False
F013a13,False,True,False
F018a09,False,True,False
F013a06,False,True,False
F030a03,False,True,False
F011a01,False,True,False
F013a05,False,True,False
F034a06,False,True,False
F013a12,False,True,False
F006a01,False,True,False
F007a13,False,True,False
F007a05,False,True,False
F018a02,False,True,False
F006a04,False,True,False
F033a18,False,True,False
F034a11,False,True,False
F017a05,False,True,False
F017a07,False,True,False
F033a25,False,True,False
F018a05,False,True,False
N005a017,False,False,True
N004a062,False,False,True
N004a122,False,False,True
N004a017,False,False,True
N005a019,False,False,True
N004a110,False,False,True
N004a095,False,False,True
N005a007,False,False,True
N004a087,False,False,True
N004a097,False,False,True
N004a128,False,False,True
N007a004,False,False,True
N004a002,False,False,True
N004a016,False,False,True
N005a022,False,False,True
N004a132,False,False,True
N004a029,False,False,True
N004a091,False,False,True
N004a105,False,False,True
N004a034,False,False,True
N004a028,False,False,True
N004a131,False,False,True
N009a002,False,False,True
N004a134,False,False,True
N004a081,False,False,True
N004a082,False,False,True
N005a023,False,False,True
F007a21,False,False,True
F030a10,False,False,True
F030a09,False,False,True
F007a09,False,False,True
F033a09,False,False,True
F006a10,False,False,True
F006a07,False,False,True
F007a01,False,False,True
F017a02,False,False,True
F007a04,False,False,True
F007a19,False,False,True
F007a08,False,False,True
F018a12,False,False,True
F013a11,False,False,True
F012a03,False,False,True
F012a01,False,False,True
F030a18,False,False,True
F034a05,False,False,True
F033a10,False,False,True
F034a08,False,False,True
F033a02,False,False,True
