,train,val,test
F056a05,True,False,False
F056a06,True,False,False
F056a07,True,False,False
F056a08,True,False,False
F056a09,True,False,False
F056a10,True,False,False
F056a11,True,False,False
F056a12,True,False,False
F056a13,True,False,False
F056a15,True,False,False
F057a01,True,False,False
F058a01,True,False,False
F058a02,True,False,False
F058a04,True,False,False
F058a05,True,False,False
F007a11,True,False,False
F007a12,True,False,False
F007a13,True,False,False
F007a15,True,False,False
F007a16,True,False,False
F007a17,True,False,False
F007a18,True,False,False
F007a19,True,False,False
F006a03,True,False,False
F009a02,True,False,False
F009a03,True,False,False
F009a04,True,False,False
F010a01,True,False,False
F010a02,True,False,False
F010a03,True,False,False
F006a04,True,False,False
F011a01,True,False,False
F011a02,True,False,False
F012a01,True,False,False
F012a02,True,False,False
F012a03,True,False,False
F013a02,True,False,False
F013a03,True,False,False
F006a05,True,False,False
F013a05,True,False,False
F013a07,True,False,False
F013a08,True,False,False
F013a09,True,False,False
F013a10,True,False,False
F013a13,True,False,False
F006a06,True,False,False
F013a15,True,False,False
F015a01,True,False,False
F017a01,True,False,False
F017a04,True,False,False
F017a05,True,False,False
F017a06,True,False,False
F017a07,True,False,False
F017a08,True,False,False
F006a07,True,False,False
F018a01,True,False,False
F018a02,True,False,False
F018a03,True,False,False
F018a04,True,False,False
F018a05,True,False,False
F018a07,True,False,False
F018a09,True,False,False
F006a08,True,False,False
F018a13,True,False,False
F021a02,True,False,False
F021a03,True,False,False
F021a04,True,False,False
F021a05,True,False,False
F030a01,True,False,False
F006a09,True,False,False
F030a02,True,False,False
F030a03,True,False,False
F030a04,True,False,False
F030a05,True,False,False
F030a06,True,False,False
F030a07,True,False,False
F030a08,True,False,False
F030a10,True,False,False
F030a11,True,False,False
N004a104,False,True,False
N012a014,False,True,False
N004a102,False,True,False
N004a103,False,True,False
N004a047,False,True,False
N004a029,False,True,False
N004a055,False,True,False
N005a011,False,True,False
N003a003,False,True,False
N004a027,False,True,False
N004a114,False,True,False
N004a035,False,True,False
N004a089,False,True,False
N004a065,False,True,False
N005a020,False,True,False
N004a108,False,True,False
N004a090,False,True,False
N004a093,False,True,False
N005a010,False,True,False
N004a034,False,True,False
N004a040,False,True,False
N012a007,False,True,False
N004a080,False,True,False
N004a014,False,True,False
N005a017,False,True,False
N004a031,False,True,False
N004a069,False,True,False
N004a118,False,True,False
N004a015,False,True,False
N004a058,False,True,False
N006a006,False,True,False
N009a004,False,True,False
F013a12,False,True,False
F007a09,False,True,False
F056a17,False,True,False
F033a13,False,True,False
F033a16,False,True,False
F018a06,False,True,False
F052a02,False,True,False
F007a03,False,True,False
F030a18,False,True,False
F007a10,False,True,False
F048a01,False,True,False
F007a01,False,True,False
F018a12,False,True,False
F013a01,False,True,False
F021a01,False,True,False
F053a15,False,True,False
F050a02,False,True,False
F052a07,False,True,False
F052a13,False,True,False
F018a10,False,True,False
F058a03,False,True,False
F017a09,False,True,False
F033a17,False,True,False
F006a10,False,True,False
F053a08,False,True,False
F012a06,False,True,False
F052a14,False,True,False
F034a07,False,True,False
F018a08,False,True,False
F013a06,False,True,False
F033a18,False,True,False
N012a012,False,False,True
N005a004,False,False,True
N004a012,False,False,True
N012a015,False,False,True
N004a070,False,False,True
N012a005,False,False,True
N004a137,False,False,True
N004a007,False,False,True
N004a019,False,False,True
N004a126,False,False,True
N004a004,False,False,True
N004a063,False,False,True
N004a086,False,False,True
N012a001,False,False,True
N004a057,False,False,True
N012a018,False,False,True
N004a002,False,False,True
N005a008,False,False,True
N004a107,False,False,True
N004a119,False,False,True
N012a011,False,False,True
N004a033,False,False,True
N004a016,False,False,True
N004a030,False,False,True
N009a003,False,False,True
N004a122,False,False,True
N004a056,False,False,True
N012a006,False,False,True
N004a001,False,False,True
N005a014,False,False,True
N011a004,False,False,True
N004a003,False,False,True
F053a05,False,False,True
F056a18,False,False,True
F007a22,False,False,True
F052a15,False,False,True
F013a04,False,False,True
F030a12,False,False,True
F012a04,False,False,True
F033a21,False,False,True
F056a02,False,False,True
F053a17,False,False,True
F007a21,False,False,True
F007a07,False,False,True
F006a02,False,False,True
F056a16,False,False,True
F056a03,False,False,True
F007a02,False,False,True
F010a04,False,False,True
F007a08,False,False,True
F017a02,False,False,True
F030a09,False,False,True
F033a14,False,False,True
F010a05,False,False,True
F052a08,False,False,True
F009a01,False,False,True
F017a10,False,False,True
F013a11,False,False,True
F053a19,False,False,True
F033a05,False,False,True
F056a14,False,False,True
F056a04,False,False,True
F018a11,False,False,True
