,train,val,test
F053a19,True,False,False
F056a01,True,False,False
F056a02,True,False,False
F056a04,True,False,False
F056a06,True,False,False
F007a09,True,False,False
F056a07,True,False,False
F056a12,True,False,False
F056a13,True,False,False
F056a14,True,False,False
F007a10,True,False,False
F056a17,True,False,False
F056a18,True,False,False
F057a01,True,False,False
F058a03,True,False,False
F058a04,True,False,False
F058a05,True,False,False
F007a13,True,False,False
F007a15,True,False,False
F007a16,True,False,False
F007a18,True,False,False
F007a19,True,False,False
F007a21,True,False,False
F006a03,True,False,False
F007a22,True,False,False
F009a01,True,False,False
F009a02,True,False,False
F009a03,True,False,False
F009a04,True,False,False
F010a02,True,False,False
F010a03,True,False,False
F010a04,True,False,False
F006a04,True,False,False
F011a02,True,False,False
F012a01,True,False,False
F012a02,True,False,False
F012a04,True,False,False
F012a06,True,False,False
F013a01,True,False,False
F013a02,True,False,False
F013a03,True,False,False
F013a04,True,False,False
F013a06,True,False,False
F013a07,True,False,False
F013a08,True,False,False
F013a10,True,False,False
F013a11,True,False,False
F013a12,True,False,False
F017a01,True,False,False
F017a02,True,False,False
F017a05,True,False,False
F017a06,True,False,False
F017a07,True,False,False
F017a08,True,False,False
F017a09,True,False,False
F006a07,True,False,False
F018a01,True,False,False
F018a02,True,False,False
F018a03,True,False,False
F018a04,True,False,False
F018a06,True,False,False
F018a07,True,False,False
F018a08,True,False,False
F018a11,True,False,False
F018a12,True,False,False
F021a01,True,False,False
F021a02,True,False,False
F021a03,True,False,False
F021a04,True,False,False
F021a05,True,False,False
F030a01,True,False,False
F006a09,True,False,False
F030a03,True,False,False
F030a04,True,False,False
F030a05,True,False,False
F030a07,True,False,False
F030a08,True,False,False
F030a09,True,False,False
F030a10,True,False,False
N004a098,False,True,False
N003a001,False,True,False
N004a058,False,True,False
N004a041,False,True,False
N012a004,False,True,False
N004a115,False,True,False
N004a101,False,True,False
N004a018,False,True,False
N004a063,False,True,False
N009a006,False,True,False
N004a064,False,True,False
N004a091,False,True,False
N004a123,False,True,False
N004a074,False,True,False
N004a019,False,True,False
N004a072,False,True,False
N004a060,False,True,False
N011a009,False,True,False
N012a012,False,True,False
N004a093,False,True,False
N005a011,False,True,False
N006a006,False,True,False
N004a043,False,True,False
N006a005,False,True,False
N005a022,False,True,False
N005a012,False,True,False
N004a027,False,True,False
N004a137,False,True,False
N004a002,False,True,False
N004a128,False,True,False
N004a085,False,True,False
N004a044,False,True,False
F013a13,False,True,False
F018a13,False,True,False
F052a04,False,True,False
F033a02,False,True,False
F056a15,False,True,False
F011a01,False,True,False
F056a10,False,True,False
F017a04,False,True,False
F033a25,False,True,False
F052a15,False,True,False
F056a11,False,True,False
F056a16,False,True,False
F033a12,False,True,False
F006a02,False,True,False
F013a09,False,True,False
F056a09,False,True,False
F017a10,False,True,False
F012a03,False,True,False
F034a11,False,True,False
F033a23,False,True,False
F056a03,False,True,False
F006a08,False,True,False
F030a06,False,True,False
F015a01,False,True,False
F018a05,False,True,False
F006a06,False,True,False
F052a13,False,True,False
F052a17,False,True,False
F033a18,False,True,False
F030a18,False,True,False
F033a04,False,True,False
N012a005,False,False,True
N005a005,False,False,True
N005a021,False,False,True
N012a002,False,False,True
N004a078,False,False,True
N011a003,False,False,True
N012a010,False,False,True
N004a029,False,False,True
N004a130,False,False,True
N005a007,False,False,True
N004a021,False,False,True
N005a010,False,False,True
N004a119,False,False,True
N004a126,False,False,True
N004a023,False,False,True
N004a132,False,False,True
N005a009,False,False,True
N004a007,False,False,True
N005a020,False,False,True
N004a045,False,False,True
N004a109,False,False,True
N004a070,False,False,True
N009a004,False,False,True
N004a062,False,False,True
N004a107,False,False,True
N004a013,False,False,True
N004a099,False,False,True
N003a002,False,False,True
N011a002,False,False,True
N004a011,False,False,True
N004a037,False,False,True
N005a013,False,False,True
F030a02,False,False,True
F013a15,False,False,True
F006a05,False,False,True
F048a01,False,False,True
F033a15,False,False,True
F053a16,False,False,True
F033a14,False,False,True
F033a03,False,False,True
F018a09,False,False,True
F033a27,False,False,True
F052a10,False,False,True
F010a05,False,False,True
F056a08,False,False,True
F058a02,False,False,True
F050a02,False,False,True
F013a05,False,False,True
F034a09,False,False,True
F010a01,False,False,True
F030a11,False,False,True
F052a03,False,False,True
F033a01,False,False,True
F007a12,False,False,True
F052a16,False,False,True
F030a12,False,False,True
F007a17,False,False,True
F007a11,False,False,True
F033a29,False,False,True
F033a22,False,False,True
F018a10,False,False,True
F058a01,False,False,True
F056a05,False,False,True
