,train,val,test
slide_163,True,False,False
slide_164,True,False,False
slide_169,True,False,False
slide_170,True,False,False
slide_178,True,False,False
slide_181,True,False,False
slide_182,True,False,False
slide_187,True,False,False
slide_188,True,False,False
slide_190,True,False,False
slide_191,True,False,False
slide_192,True,False,False
slide_22,True,False,False
slide_195,True,False,False
slide_196,True,False,False
slide_198,True,False,False
slide_201,True,False,False
slide_23,True,False,False
slide_206,True,False,False
slide_215,True,False,False
slide_216,True,False,False
slide_24,True,False,False
slide_238,True,False,False
slide_239,True,False,False
slide_241,True,False,False
slide_245,True,False,False
slide_246,True,False,False
slide_249,True,False,False
slide_255,True,False,False
slide_258,True,False,False
slide_263,True,False,False
slide_264,True,False,False
slide_265,True,False,False
slide_266,True,False,False
slide_269,True,False,False
slide_273,True,False,False
slide_30,True,False,False
slide_278,True,False,False
slide_279,True,False,False
slide_290,True,False,False
slide_291,True,False,False
slide_295,True,False,False
slide_32,True,False,False
slide_299,True,False,False
slide_302,True,False,False
slide_303,True,False,False
slide_304,True,False,False
slide_306,True,False,False
slide_33,True,False,False
slide_309,True,False,False
slide_310,True,False,False
slide_311,True,False,False
slide_34,True,False,False
slide_321,True,False,False
slide_325,True,False,False
slide_326,True,False,False
slide_338,True,False,False
slide_339,True,False,False
slide_342,True,False,False
slide_344,True,False,False
slide_345,True,False,False
slide_346,True,False,False
slide_351,True,False,False
slide_37,True,False,False
slide_357,True,False,False
slide_38,True,False,False
slide_363,True,False,False
slide_364,True,False,False
slide_370,True,False,False
slide_375,True,False,False
slide_381,True,False,False
slide_389,True,False,False
slide_391,True,False,False
slide_392,True,False,False
slide_41,True,False,False
slide_399,True,False,False
slide_407,True,False,False
slide_408,True,False,False
slide_412,True,False,False
slide_418,True,False,False
slide_422,True,False,False
slide_428,True,False,False
slide_429,True,False,False
slide_432,True,False,False
slide_433,True,False,False
slide_434,True,False,False
slide_435,True,False,False
slide_436,True,False,False
slide_437,True,False,False
slide_441,True,False,False
slide_444,True,False,False
slide_449,True,False,False
slide_450,True,False,False
slide_451,True,False,False
slide_454,True,False,False
slide_460,True,False,False
slide_474,True,False,False
slide_475,True,False,False
slide_477,True,False,False
slide_481,True,False,False
slide_482,True,False,False
slide_484,True,False,False
slide_485,True,False,False
slide_486,True,False,False
slide_487,True,False,False
slide_488,True,False,False
slide_493,True,False,False
slide_494,True,False,False
slide_495,True,False,False
slide_499,True,False,False
slide_55,True,False,False
slide_7,True,False,False
slide_57,True,False,False
slide_61,True,False,False
slide_63,True,False,False
slide_69,True,False,False
slide_72,True,False,False
slide_76,True,False,False
slide_9,True,False,False
slide_10,True,False,False
slide_80,True,False,False
slide_83,True,False,False
slide_86,True,False,False
slide_93,True,False,False
slide_101,True,False,False
slide_102,True,False,False
slide_104,True,False,False
slide_403,False,True,False
slide_336,False,True,False
slide_423,False,True,False
slide_366,False,True,False
slide_378,False,True,False
slide_379,False,True,False
slide_12,False,True,False
slide_60,False,True,False
slide_277,False,True,False
slide_388,False,True,False
slide_330,False,True,False
slide_331,False,True,False
slide_173,False,True,False
slide_49,False,True,False
slide_74,False,True,False
slide_442,False,True,False
slide_42,False,True,False
slide_108,False,True,False
slide_21,False,True,False
slide_424,False,True,False
slide_130,False,True,False
slide_46,False,True,False
slide_120,False,True,False
slide_106,False,True,False
slide_207,False,True,False
slide_208,False,True,False
slide_320,False,True,False
slide_285,False,True,False
slide_348,False,True,False
slide_386,False,True,False
slide_222,False,True,False
slide_141,False,True,False
slide_286,False,True,False
slide_36,False,True,False
slide_262,False,True,False
slide_453,False,True,False
slide_85,False,True,False
slide_73,False,True,False
slide_281,False,True,False
slide_322,False,True,False
slide_31,False,True,False
slide_219,False,True,False
slide_220,False,True,False
slide_148,False,True,False
slide_149,False,True,False
slide_355,False,True,False
slide_97,False,True,False
slide_282,False,True,False
slide_283,False,True,False
slide_189,False,True,False
slide_438,False,True,False
slide_13,False,False,True
slide_353,False,False,True
slide_59,False,False,True
slide_16,False,False,True
slide_47,False,False,True
slide_109,False,False,True
slide_276,False,False,True
slide_445,False,False,True
slide_209,False,False,True
slide_244,False,False,True
slide_184,False,False,True
slide_459,False,False,True
slide_479,False,False,True
slide_142,False,False,True
slide_224,False,False,True
slide_210,False,False,True
slide_211,False,False,True
slide_400,False,False,True
slide_284,False,False,True
slide_127,False,False,True
slide_81,False,False,True
slide_419,False,False,True
slide_483,False,False,True
slide_8,False,False,True
slide_446,False,False,True
slide_20,False,False,True
slide_448,False,False,True
slide_496,False,False,True
slide_294,False,False,True
slide_416,False,False,True
slide_233,False,False,True
slide_470,False,False,True
slide_471,False,False,True
slide_447,False,False,True
slide_15,False,False,True
slide_203,False,False,True
slide_343,False,False,True
slide_361,False,False,True
slide_362,False,False,True
slide_458,False,False,True
slide_440,False,False,True
slide_115,False,False,True
slide_103,False,False,True
slide_457,False,False,True
slide_425,False,False,True
slide_111,False,False,True
slide_43,False,False,True
slide_193,False,False,True
