,train,val,test
225,F056a12,,
226,F056a13,,
227,F056a15,,
228,F057a01,,
229,F058a01,,
230,F058a02,,
231,F058a04,,
232,F058a05,,
233,F007a11,,
234,F007a12,,
235,F007a13,,
236,F007a15,,
237,F007a16,,
238,F007a17,,
239,F007a18,,
240,F007a19,,
241,F006a03,,
242,F009a02,,
243,F009a03,,
244,F009a04,,
245,F010a01,,
246,F010a02,,
247,F010a03,,
248,F006a04,,
249,F011a01,,
250,F011a02,,
251,F012a01,,
252,F012a02,,
253,F012a03,,
254,F013a02,,
255,F013a03,,
256,F006a05,,
257,F013a05,,
258,F013a07,,
259,F013a08,,
260,F013a09,,
261,F013a10,,
262,F013a13,,
263,F006a06,,
264,F013a15,,
265,F015a01,,
266,F017a01,,
267,F017a04,,
268,F017a05,,
269,F017a06,,
270,F017a07,,
271,F017a08,,
272,F006a07,,
273,F018a01,,
274,F018a02,,
275,F018a03,,
276,F018a04,,
277,F018a05,,
278,F018a07,,
279,F018a09,,
280,F006a08,,
281,F018a13,,
282,F021a02,,
283,F021a03,,
284,F021a04,,
285,F021a05,,
286,F030a01,,
287,F006a09,,
288,F030a02,,
289,F030a03,,
290,F030a04,,
291,F030a05,,
292,F030a06,,
293,F030a07,,
294,F030a08,,
295,F030a10,,
296,F030a11,,
